Name,Age,Position,HomeTeam,AwayTeam,HomeScore,Awayscore,HomeAwayStatus,MatchID,Date,Shots,ShotsOT,KeyPasses,PAPercentage,AerialsWon,Touches,Rating,Shots.1,ShotsOT.1,KeyPasses.1,Dribbles,Fouled,Offsides,Disp,UnsTouches,Rating.1,Tackles,Interceptions,Clearances,Blocks,Fouls,Rating.2,KeyPasses.2,Passes,PAPercentage.1,Crosses,AccCrosses,LB,AccLB,ThB,AccThB,Rating.3,Playtime
Antoine Semenyo,29,Sub,Bristol City,Nottingham Forest,0,0,0,1381599,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Brice Samba,26,GK,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,43.6,1,50,6.58,0,0,0,1,1,0,0,0,6.58,0,0,0,0,0,6.58,0,39,43.6,0.0,0.0,35.0,13.0,0.0,0.0,6.58,90.0
Matthew Cash,22,DR,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,1,0,0,68.0,4,77,7.17,1,0,0,2,2,0,1,0,7.17,0,1,2,0,0,7.17,0,50,68.0,3.0,0.0,12.0,5.0,0.0,0.0,7.17,90.0
Tobias Figueiredo,26,DC,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,1,0,1,75.7,2,48,7.18,1,0,1,0,1,0,0,0,7.18,1,2,4,0,1,7.18,1,37,75.7,0.0,0.0,9.0,4.0,0.0,0.0,7.18,90.0
Joe Worrall,23,DC,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,96.7,2,42,7.02,0,0,0,0,3,0,0,0,7.02,1,0,8,0,1,7.02,0,30,96.7,0.0,0.0,5.0,4.0,0.0,0.0,7.02,90.0
Jack Robinson,26,DL,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,1,0,2,74.3,3,67,7.51,1,0,2,0,1,0,1,0,7.51,4,3,4,0,2,7.51,2,35,74.3,2.0,1.0,1.0,0.0,0.0,0.0,7.51,90.0
Tiago Silva,27,MC,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,2,1,2,92.6,2,44,7.59,2,1,2,2,1,0,0,0,7.59,1,3,1,0,0,7.59,2,27,92.6,5.0,1.0,5.0,4.0,0.0,0.0,7.59,90.0
Ben Watson,35,MC,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,86.7,0,41,6.71,0,0,0,0,0,0,0,3,6.71,3,2,1,0,2,6.71,0,30,86.7,0.0,0.0,5.0,3.0,0.0,0.0,6.71,90.0
Ryan Yates,22,MC,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,2,1,0,64.3,1,24,5.93,2,1,0,0,3,0,0,1,5.93,1,2,1,0,1,5.93,0,14,64.3,0.0,0.0,1.0,0.0,0.0,0.0,5.93,90.0
Joe Lolley,27,FWR,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,4,1,1,62.5,0,39,6.41,4,1,1,0,0,0,1,1,6.41,3,0,0,0,1,6.41,1,24,62.5,5.0,0.0,1.0,0.0,0.0,0.0,6.41,90.0
Lewis Grabban,32,FW,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,1,0,1,85.7,2,9,6.09,1,0,1,0,0,2,1,0,6.09,0,0,0,0,1,6.09,1,7,85.7,0.0,0.0,0.0,0.0,0.0,0.0,6.09,90.0
Sammy Ameobi,28,FWL,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,1,60.0,1,31,6.08,0,0,1,0,1,0,5,1,6.08,1,0,1,0,3,6.08,1,15,60.0,4.0,1.0,1.0,0.0,0.0,0.0,6.08,90.0
Albert Adomah,32,Sub,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,60.0,1,18,6.72,0,0,0,1,1,0,1,1,6.72,3,1,0,0,0,6.72,0,5,60.0,2.0,0.0,1.0,0.0,0.0,0.0,6.72,0.0
João Carvalho,23,Sub,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,100.0,0,4,6.25,0,0,0,1,0,0,0,1,6.25,0,1,0,0,0,6.25,0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0
Rafa Mir,23,Sub,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,0.0,0,2,5.99,0,0,0,0,1,0,0,0,5.99,0,0,0,0,1,5.99,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,0.0
Chema Rodríguez,28,Sub,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Michael Dawson,36,Sub,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
John Bostock,28,Sub,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Arijanet Muric,21,Sub,Bristol City,Nottingham Forest,0,0,1,1381599,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Kamil Grabara,21,GK,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,0,68.6,0,39,5.99,0,0,0,0,0,0,0,0,5.99,0,0,0,0,0,5.99,0,35,68.6,0.0,0.0,17.0,6.0,0.0,0.0,5.99,90.0
Juninho Bacuna,22,DR,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,2,1,0,71.4,1,73,7.45,2,1,0,2,0,0,1,1,7.45,5,1,2,0,0,7.45,0,42,71.4,1.0,1.0,12.0,6.0,0.0,0.0,7.45,90.0
Christopher Schindler,30,DC,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,0,81.4,5,51,6.59,0,0,0,0,0,0,0,1,6.59,0,0,5,1,0,6.59,0,43,81.4,0.0,0.0,7.0,4.0,0.0,0.0,6.59,90.0
Jon Gorenc Stankovic,24,DC,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,1,0,0,76.9,5,45,6.63,1,0,0,0,0,0,0,0,6.63,1,0,3,0,1,6.63,0,39,76.9,0.0,0.0,5.0,3.0,0.0,0.0,6.63,90.0
Lewis O'Brien,21,DL,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,1,68.4,0,65,6.45,0,0,1,0,3,0,3,1,6.45,4,1,0,0,1,6.45,1,38,68.4,2.0,0.0,9.0,5.0,0.0,0.0,6.45,90.0
Trevoh Chalobah,21,DMC,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,2,74.4,2,53,7.20,0,0,2,0,4,0,0,2,7.20,1,1,2,0,1,7.20,2,39,74.4,0.0,0.0,7.0,4.0,1.0,1.0,7.20,90.0
Jonathan Hogg,31,DMC,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,1,84.4,3,55,6.65,0,0,1,0,1,0,0,0,6.65,0,4,1,0,1,6.65,1,45,84.4,0.0,0.0,3.0,1.0,0.0,0.0,6.65,90.0
Elias Kachunga,28,AMR,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,3,2,0,72.7,3,39,6.57,3,2,0,1,2,0,2,1,6.57,1,0,1,0,2,6.57,0,22,72.7,1.0,0.0,2.0,2.0,0.0,0.0,6.57,90.0
Alex Pritchard,27,AMC,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,3,1,4,80.0,0,44,7.04,3,1,4,0,2,0,1,2,7.04,0,0,1,0,0,7.04,4,25,80.0,6.0,3.0,2.0,0.0,0.0,0.0,7.04,90.0
Karlan Grant,22,AML,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,4,1,3,71.9,1,55,6.68,4,1,3,1,1,1,1,5,6.68,0,1,0,0,1,6.68,3,32,71.9,6.0,2.0,2.0,1.0,0.0,0.0,6.68,90.0
Fraizer Campbell,32,FW,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,2,1,0,70.0,1,22,7.37,2,1,0,1,3,1,3,0,7.37,1,0,0,0,1,7.37,0,10,70.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,90.0
Adama Diakhaby,24,Sub,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,2,0,0,50.0,0,13,6.22,2,0,0,3,0,0,1,2,6.22,0,0,0,0,1,6.22,0,2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0
Terence Kongolo,26,Sub,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,0,72.7,0,14,6.07,0,0,0,0,0,0,0,0,6.07,1,1,0,0,0,6.07,0,11,72.7,1.0,0.0,1.0,0.0,0.0,0.0,6.07,0.0
Steve Mounie,25,Sub,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Matty Daly,19,Sub,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Josh Koroma,21,Sub,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Joel Coleman,24,Sub,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Florent Hadergjonaj,25,Sub,Huddersfield,Birmingham,1,1,0,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Connal Trueman,24,GK,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,44.8,0,41,6.75,0,0,0,0,0,0,0,0,6.75,0,0,0,0,0,6.75,0,29,44.8,0.0,0.0,19.0,4.0,0.0,0.0,6.75,90.0
Maxime Colin,28,DR,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,72.6,0,79,6.62,0,0,0,1,2,0,0,1,6.62,4,0,1,1,2,6.62,0,51,72.6,3.0,1.0,7.0,3.0,0.0,0.0,6.62,90.0
Jake Clarke-Salter,22,DC,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,92.1,1,47,6.40,0,0,0,0,0,0,0,1,6.40,0,1,2,3,1,6.40,0,38,92.1,0.0,0.0,10.0,8.0,0.0,0.0,6.40,90.0
Marc Roberts,30,DC,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,1,0,2,75.0,4,66,7.38,1,0,2,0,0,0,0,1,7.38,2,1,5,1,1,7.38,2,52,75.0,0.0,0.0,8.0,5.0,0.0,0.0,7.38,90.0
Kristian Pedersen,25,DL,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,1,0,2,77.5,6,67,7.34,1,0,2,1,0,0,1,1,7.34,3,1,3,1,0,7.34,2,40,77.5,1.0,0.0,11.0,6.0,0.0,0.0,7.34,90.0
Ivan Sunjic,23,DMC,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,79.2,1,62,6.49,0,0,0,0,0,0,1,2,6.49,2,2,1,1,2,6.49,0,48,79.2,0.0,0.0,4.0,4.0,0.0,0.0,6.49,90.0
Jude Bellingham,17,DMC,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,2,0,0,74.2,1,48,6.70,2,0,0,0,1,0,1,0,6.70,3,3,3,0,3,6.70,0,31,74.2,1.0,0.0,2.0,1.0,0.0,0.0,6.70,90.0
Jacques Maghoma,32,AMR,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,1,0,0,87.5,0,33,6.22,1,0,0,1,4,1,0,0,6.22,2,0,0,0,1,6.22,0,16,87.5,4.0,0.0,1.0,1.0,0.0,0.0,6.22,90.0
Daniel Crowley,22,AMC,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,1,0,0,86.3,0,66,6.74,1,0,0,3,0,0,2,1,6.74,2,0,0,0,3,6.74,0,51,86.3,3.0,1.0,4.0,2.0,0.0,0.0,6.74,90.0
Jérémie Bela,27,AML,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,2,75.0,0,30,6.22,0,0,2,0,0,0,1,2,6.22,2,0,0,0,0,6.22,2,20,75.0,4.0,1.0,1.0,0.0,0.0,0.0,6.22,90.0
Lukas Jutkiewicz,31,FW,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,4,1,0,45.8,12,40,7.31,4,1,0,2,0,0,3,5,7.31,0,0,0,0,2,7.31,0,24,45.8,0.0,0.0,1.0,0.0,0.0,0.0,7.31,90.0
Jefferson Montero,30,Sub,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,2,75.0,0,19,6.43,0,0,2,1,1,0,2,0,6.43,0,0,0,0,0,6.43,2,8,75.0,4.0,1.0,2.0,1.0,0.0,0.0,6.43,0.0
Giménez,29,Sub,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,1,1,0,66.7,1,13,6.31,1,1,0,0,1,0,0,1,6.31,0,0,0,0,0,6.31,0,9,66.7,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.0
Josh McEachran,27,Sub,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,83.3,0,8,6.08,0,0,0,0,0,0,0,1,6.08,1,0,0,0,1,6.08,0,6,83.3,0.0,0.0,0.0,0.0,0.0,0.0,6.08,0.0
Fran Villalba,22,Sub,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Wes Harding,23,Sub,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Lee Camp,35,Sub,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
David Davis,29,Sub,Huddersfield,Birmingham,1,1,1,1381611,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
James Shea,29,GK,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,38.2,1,47,8.46,0,0,0,0,0,0,0,0,8.46,0,0,1,0,0,8.46,0,34,38.2,0.0,0.0,32.0,11.0,0.0,0.0,8.46,90.0
James Bree,22,DR,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,2,63.2,1,39,6.56,0,0,2,0,1,0,0,0,6.56,0,1,5,1,0,6.56,2,19,63.2,1.0,1.0,6.0,2.0,0.0,0.0,6.56,90.0
Matty Pearson,26,DC,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,50.0,2,27,5.69,0,0,0,0,1,1,0,0,5.69,0,1,7,0,1,5.69,0,16,50.0,0.0,0.0,6.0,1.0,0.0,0.0,5.69,90.0
Sonny Bradley,28,DC,Luton,Leeds,1,2,0,1381614,23-Nov-19,2,0,0,70.6,0,30,6.35,2,0,0,1,0,0,0,2,6.35,1,1,6,0,0,6.35,0,17,70.6,0.0,0.0,4.0,2.0,0.0,0.0,6.35,90.0
Dan Potts,26,DL,Luton,Leeds,1,2,0,1381614,23-Nov-19,1,0,0,62.5,3,40,6.68,1,0,0,0,2,0,0,0,6.68,3,0,7,1,1,6.68,0,16,62.5,0.0,0.0,3.0,1.0,0.0,0.0,6.68,90.0
Pelly-Ruddock Mpanzu,26,DMC,Luton,Leeds,1,2,0,1381614,23-Nov-19,1,0,1,76.5,0,33,6.61,1,0,1,0,0,0,2,0,6.61,1,5,2,1,1,6.61,1,17,76.5,0.0,0.0,4.0,1.0,0.0,0.0,6.61,90.0
Ryan Tunnicliffe,27,MC,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,81.3,0,27,6.23,0,0,0,0,0,0,0,1,6.23,0,1,3,1,0,6.23,0,16,81.3,0.0,0.0,3.0,1.0,0.0,0.0,6.23,90.0
Andrew Shinnie,31,MC,Luton,Leeds,1,2,0,1381614,23-Nov-19,2,2,0,78.6,2,40,6.66,2,2,0,1,1,1,2,0,6.66,1,1,2,0,3,6.66,0,28,78.6,0.0,0.0,4.0,1.0,1.0,1.0,6.66,90.0
Isaiah Brown,23,AMC,Luton,Leeds,1,2,0,1381614,23-Nov-19,1,0,5,47.4,2,36,7.66,1,0,5,2,0,0,0,3,7.66,0,1,0,0,0,7.66,5,19,47.4,6.0,3.0,5.0,1.0,0.0,0.0,7.66,90.0
James Collins,29,FW,Luton,Leeds,1,2,0,1381614,23-Nov-19,1,1,0,73.7,1,51,8.32,1,1,0,4,5,0,2,3,8.32,4,1,5,0,0,8.32,0,19,73.7,0.0,0.0,3.0,1.0,0.0,0.0,8.32,90.0
Harry Cornick,25,FW,Luton,Leeds,1,2,0,1381614,23-Nov-19,3,2,1,44.4,0,35,6.64,3,2,1,3,0,0,3,4,6.64,1,0,1,0,1,6.64,1,9,44.4,3.0,0.0,1.0,0.0,0.0,0.0,6.64,90.0
Kazenga LuaLua,29,Sub,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,100.0,0,8,5.93,0,0,0,1,0,0,2,2,5.93,0,0,0,0,0,5.93,0,1,100.0,1.0,0.0,0.0,0.0,0.0,0.0,5.93,0.0
Luke Bolton,20,Sub,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,0.0,0,0,5.97,0,0,0,0,0,0,0,0,5.97,0,0,0,0,0,5.97,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.97,0.0
Callum McManaman,29,Sub,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,50.0,0,3,5.93,0,0,0,0,1,0,0,0,5.93,0,0,0,0,0,5.93,0,2,50.0,0.0,0.0,1.0,0.0,0.0,0.0,5.93,0.0
Simon Sluga,27,Sub,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Brendan Galloway,24,Sub,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Lloyd Jones,24,Sub,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Jacob Butterfield,30,Sub,Luton,Leeds,1,2,0,1381614,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Kiko Casilla,33,GK,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,0,95.7,0,31,7.09,0,0,0,0,0,0,0,0,7.09,0,0,0,0,0,7.09,0,23,95.7,0.0,0.0,2.0,2.0,0.0,0.0,7.09,90.0
Luke Ayling,28,DR,Luton,Leeds,1,2,1,1381614,23-Nov-19,1,0,1,91.2,3,105,7.74,1,0,1,2,1,0,1,2,7.74,3,4,3,0,3,7.74,1,68,91.2,6.0,3.0,5.0,3.0,0.0,0.0,7.74,90.0
Gaetano Berardi,31,DC,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,1,83.7,2,57,6.79,0,0,1,0,1,0,1,0,6.79,4,0,1,1,0,6.79,1,43,83.7,0.0,0.0,3.0,2.0,0.0,0.0,6.79,90.0
Ben White,22,DC,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,1,89.2,2,110,7.28,0,0,1,0,0,0,1,0,7.28,1,2,2,0,0,7.28,1,102,89.2,0.0,0.0,9.0,4.0,1.0,1.0,7.28,90.0
Stuart Dallas,29,DL,Luton,Leeds,1,2,1,1381614,23-Nov-19,1,0,1,87.5,2,65,6.94,1,0,1,0,2,0,1,1,6.94,5,0,1,0,3,6.94,1,48,87.5,0.0,0.0,3.0,1.0,1.0,0.0,6.94,90.0
Kalvin Phillips,24,DMC,Luton,Leeds,1,2,1,1381614,23-Nov-19,1,1,0,83.3,3,81,6.92,1,1,0,0,0,0,0,1,6.92,3,0,2,0,0,6.92,0,60,83.3,10.0,0.0,7.0,5.0,0.0,0.0,6.92,90.0
Pablo Hernández,35,MR,Luton,Leeds,1,2,1,1381614,23-Nov-19,3,2,4,80.0,1,107,7.59,3,2,4,1,1,0,2,2,7.59,2,1,0,0,0,7.59,4,85,80.0,4.0,1.0,8.0,3.0,0.0,0.0,7.59,90.0
Mateusz Klich,30,MC,Luton,Leeds,1,2,1,1381614,23-Nov-19,5,3,3,85.5,0,87,7.37,5,3,3,0,0,0,1,1,7.37,3,0,0,0,1,7.37,3,69,85.5,4.0,2.0,6.0,3.0,0.0,0.0,7.37,90.0
Tyler Roberts,21,MC,Luton,Leeds,1,2,1,1381614,23-Nov-19,2,2,0,65.5,0,37,6.32,2,2,0,0,0,0,1,1,6.32,1,0,0,0,1,6.32,0,29,65.5,1.0,0.0,3.0,1.0,1.0,0.0,6.32,90.0
Jack Harrison,23,ML,Luton,Leeds,1,2,1,1381614,23-Nov-19,2,1,0,68.8,0,31,5.87,2,1,0,0,0,0,1,0,5.87,0,0,2,0,0,5.87,0,16,68.8,5.0,0.0,2.0,2.0,0.0,0.0,5.87,90.0
Patrick Bamford,26,FW,Luton,Leeds,1,2,1,1381614,23-Nov-19,5,3,2,76.5,2,28,8.07,5,3,2,0,1,0,0,2,8.07,1,0,1,0,1,8.07,2,17,76.5,0.0,0.0,1.0,0.0,0.0,0.0,8.07,90.0
Hélder Costa,26,Sub,Luton,Leeds,1,2,1,1381614,23-Nov-19,1,0,3,90.5,0,31,6.38,1,0,3,0,0,0,0,1,6.38,1,0,0,0,1,6.38,3,21,90.5,5.0,0.0,1.0,0.0,0.0,0.0,6.38,0.0
Jack Clarke,19,Sub,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,1,100.0,0,9,6.38,0,0,1,1,0,0,0,0,6.38,0,0,0,0,0,6.38,1,8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0
Liam Cooper,28,Sub,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,0,94.4,2,40,6.47,0,0,0,1,0,0,0,1,6.47,0,0,1,0,1,6.47,0,36,94.4,0.0,0.0,4.0,4.0,0.0,0.0,6.47,0.0
Illan Meslier,20,Sub,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Ezgjan Alioski,28,Sub,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Robbie Gotts,20,Sub,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Barry Douglas,30,Sub,Luton,Leeds,1,2,1,1381614,23-Nov-19,0,0,0,0.0,0,0,-,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
Jack Butland,27,GK,Stoke,Wigan,2,1,0,1381620,23-Nov-19,0,0,0,64.7,1,44,6.22,0,0,0,0,0,0,0,0,6.22,0,0,0,0,0,6.22,0,34,64.7,0.0,0.0,28.0,16.0,0.0,0.0,6.22,90.0
Thomas Edwards,21,DR,Stoke,Wigan,2,1,0,1381620,23-Nov-19,0,0,0,72.6,1,75,6.57,0,0,0,2,1,0,1,1,6.57,0,0,4,0,1,6.57,0,51,72.6,2.0,0.0,12.0,4.0,0.0,0.0,6.57,90.0
Bruno Martins Indi,28,DC,Stoke,Wigan,2,1,0,1381620,23-Nov-19,0,0,1,80.0,7,59,6.95,0,0,1,0,0,1,0,0,6.95,1,1,4,0,1,6.95,1,50,80.0,0.0,0.0,10.0,8.0,0.0,0.0,6.95,90.0
Danny Batth,29,DC,Stoke,Wigan,2,1,0,1381620,23-Nov-19,1,1,0,65.0,6,53,7.98,1,1,0,0,0,0,0,1,7.98,1,4,3,1,2,7.98,0,40,65.0,0.0,0.0,13.0,7.0,0.0,0.0,7.98,90.0
Stephen Ward,34,DL,Stoke,Wigan,2,1,0,1381620,23-Nov-19,1,0,1,82.9,4,63,7.33,1,0,1,0,3,0,0,0,7.33,1,2,2,0,1,7.33,1,35,82.9,2.0,1.0,4.0,1.0,0.0,0.0,7.33,90.0
Ryan Woods,26,MC,Stoke,Wigan,2,1,0,1381620,23-Nov-19,0,0,1,85.4,1,66,7.16,0,0,1,1,1,0,2,2,7.16,1,1,0,0,2,7.16,1,48,85.4,6.0,2.0,11.0,8.0,0.0,0.0,7.16,90.0
Nick Powell,26,MC,Stoke,Wigan,2,1,0,1381620,23-Nov-19,2,0,3,73.5,4,51,7.24,2,0,3,0,3,0,1,2,7.24,3,0,1,0,0,7.24,3,34,73.5,2.0,1.0,3.0,0.0,0.0,0.0,7.24,90.0
Joe Allen,30,MC,Stoke,Wigan,2,1,0,1381620,23-Nov-19,2,0,0,84.4,2,55,6.49,2,0,0,0,0,0,2,1,6.49,1,1,0,1,2,6.49,0,45,84.4,0.0,0.0,2.0,1.0,0.0,0.0,6.49,90.0
Tom Ince,28,FWR,Stoke,Wigan,2,1,0,1381620,23-Nov-19,2,1,1,82.6,0,50,7.49,2,1,1,3,4,0,1,0,7.49,2,0,0,1,1,7.49,1,23,82.6,4.0,0.0,2.0,1.0,0.0,0.0,7.49,90.0
Lee Gregory,31,FW,Stoke,Wigan,2,1,0,1381620,23-Nov-19,2,0,1,53.3,6,30,6.63,2,0,1,1,2,1,2,3,6.63,0,0,0,0,1,6.63,1,15,53.3,1.0,0.0,1.0,1.0,0.0,0.0,6.63,90.0
James McClean,31,FWL,Stoke,Wigan,2,1,0,1381620,23-Nov-19,4,1,3,67.6,3,73,8.41,4,1,3,4,3,0,1,2,8.41,4,1,1,0,1,8.41,3,37,67.6,10.0,4.0,5.0,2.0,0.0,0.0,8.41,90.0
