,Name,Year,Age,Team,Competition,Appearances,Minutes
0,Víctor Valdés,2017,35,Middlesbrough,EPL,28,2520
1,Víctor Valdés,2015,33,Manchester Un..,EPL,2,106
2,Víctor Valdés,2014,32,Barcelona,SLL,26,2278
3,Víctor Valdés,2014,32,Barcelona,UCL,6,540
4,Víctor Valdés,2013,31,Spain,ICC,1,90
5,Víctor Valdés,2013,31,Barcelona,SLL,31,2790
6,Víctor Valdés,2013,31,Barcelona,UCL,11,990
7,Víctor Valdés,2012,30,Barcelona,SLL,35,3150
8,Víctor Valdés,2012,30,Barcelona,UCL,11,990
9,Víctor Valdés,2011,29,Barcelona,SLL,32,2880
10,Víctor Valdés,2011,29,Barcelona,UCL,11,990
11,Víctor Valdés,2010,28,Barcelona,SLL,38,3420
12,Víctor Valdés,2010,28,Barcelona,UCL,11,990
13,Boaz Myhill,2018,35,West Bromwich..,EPL,1,90
14,Boaz Myhill,2016,33,West Bromwich..,EPL,23,2070
15,Boaz Myhill,2015,32,West Bromwich..,EPL,11,934
16,Boaz Myhill,2014,31,West Bromwich..,EPL,14,1260
17,Boaz Myhill,2013,30,West Bromwich..,EPL,8,720
18,Boaz Myhill,2011,28,West Bromwich..,EPL,6,540
19,Boaz Myhill,2010,27,Hull,EPL,27,2430
20,Costel Pantilimon,2019,32,Nottingham Fo..,EC,44,3960
21,Costel Pantilimon,2018,31,Deportivo La ..,SLL,6,540
22,Costel Pantilimon,2018,31,Nottingham Fo..,EC,13,1170
23,Costel Pantilimon,2017,30,Watford,EPL,2,81
24,Costel Pantilimon,2016,29,Sunderland,EPL,17,1530
25,Costel Pantilimon,2015,28,Sunderland,EPL,28,2520
26,Costel Pantilimon,2014,27,Manchester Ci..,UCL,1,90
27,Costel Pantilimon,2014,27,Manchester Ci..,EPL,7,630
28,Lukasz Fabianski,2020,35,West Ham,EPL,24,2029
29,Lukasz Fabianski,2019,34,West Ham,EPL,38,3420
30,Lukasz Fabianski,2019,34,Poland,UNL,2,180
31,Lukasz Fabianski,2018,33,Swansea,EPL,38,3420
32,Lukasz Fabianski,2017,32,Swansea,EPL,37,3330
33,Lukasz Fabianski,2018,33,Poland,WC,1,90
34,Lukasz Fabianski,2016,31,Swansea,EPL,37,3330
35,Lukasz Fabianski,2015,30,Swansea,EPL,37,3308
36,Lukasz Fabianski,2016,31,Poland,UEC,4,420
37,Lukasz Fabianski,2014,29,Arsenal,UCL,2,141
38,Lukasz Fabianski,2014,29,Arsenal,EPL,1,90
39,Lukasz Fabianski,2013,28,Arsenal,UCL,1,90
40,Lukasz Fabianski,2013,28,Arsenal,EPL,4,360
41,Lukasz Fabianski,2012,27,Arsenal,UCL,1,28
42,Lukasz Fabianski,2011,26,Arsenal,UCL,5,450
43,Lukasz Fabianski,2011,26,Arsenal,EPL,14,1260
44,Lukasz Fabianski,2010,25,Arsenal,UCL,1,90
45,Lukasz Fabianski,2010,25,Arsenal,EPL,4,360
46,David Ospina,2020,31,Napoli,ISA,15,1290
47,David Ospina,2020,31,Napoli,UCL,1,90
48,David Ospina,2019,30,Colombia,ICA,3,300
49,David Ospina,2019,30,Napoli,ISA,17,1457
50,David Ospina,2019,30,Napoli,UCL,6,540
51,David Ospina,2018,29,Arsenal,UEL,10,900
52,David Ospina,2018,29,Arsenal,EPL,5,380
53,David Ospina,2017,28,Arsenal,UCL,8,720
54,David Ospina,2017,28,Arsenal,EPL,2,142
55,David Ospina,2018,29,Colombia,WC,4,390
56,David Ospina,2016,27,Arsenal,UCL,3,270
57,David Ospina,2016,27,Arsenal,EPL,4,360
58,David Ospina,2015,26,Colombia,ICA,4,391
59,David Ospina,2015,26,Arsenal,UCL,3,208
60,David Ospina,2015,26,Arsenal,EPL,18,1620
61,David Ospina,2014,25,Nice,FL1,29,2572
62,David Ospina,2014,25,Colombia,WC,5,445
63,David Ospina,2013,24,Nice,FL1,26,2298
64,David Ospina,2012,23,Nice,FL1,37,3263
65,David Ospina,2011,22,Nice,FL1,35,3091
66,David Ospina,2010,21,Nice,FL1,37,3276
67,Petr Cech,2019,37,Arsenal,EPL,7,588
68,Petr Cech,2019,37,Arsenal,UEL,11,990
69,Petr Cech,2018,36,Arsenal,UEL,3,270
70,Petr Cech,2018,36,Arsenal,EPL,34,3040
71,Petr Cech,2017,35,Arsenal,EPL,35,3098
72,Petr Cech,2016,34,Arsenal,UCL,5,450
73,Petr Cech,2016,34,Arsenal,EPL,34,3060
74,Petr Cech,2015,33,Chelsea,UCL,3,270
75,Petr Cech,2015,33,Chelsea,EPL,7,606
76,Petr Cech,2016,34,Czech Republi..,UEC,3,270
77,Petr Cech,2014,32,Chelsea,UCL,10,828
78,Petr Cech,2014,32,Chelsea,EPL,34,3060
79,Petr Cech,2013,31,Chelsea,UEL,9,810
80,Petr Cech,2013,31,Chelsea,UCL,6,540
81,Petr Cech,2013,31,Chelsea,EPL,36,3196
82,Petr Cech,2012,30,Czech Republi..,UEC,4,360
83,Petr Cech,2012,30,Chelsea,UCL,13,1230
84,Petr Cech,2012,30,Chelsea,EPL,34,3060
85,Petr Cech,2011,29,Chelsea,UCL,9,810
86,Petr Cech,2011,29,Chelsea,EPL,38,3420
87,Petr Cech,2010,28,Chelsea,UCL,6,512
88,Petr Cech,2010,28,Chelsea,EPL,34,3021
89,Michel Vorm,2019,35,Tottenham,EPL,2,180
90,Michel Vorm,2019,35,Tottenham,UCL,2,99
91,Michel Vorm,2018,34,Tottenham,UCL,1,90
92,Michel Vorm,2018,34,Tottenham,EPL,1,90
93,Michel Vorm,2017,33,Tottenham,EPL,5,415
94,Michel Vorm,2016,32,Tottenham,UEL,1,90
95,Michel Vorm,2016,32,Tottenham,EPL,1,90
96,Michel Vorm,2015,31,Tottenham,UEL,2,180
97,Michel Vorm,2015,31,Tottenham,EPL,4,356
98,Michel Vorm,2014,30,Swansea,UEL,4,360
99,Michel Vorm,2014,30,Swansea,EPL,26,2340
100,Michel Vorm,2014,30,Netherlands,WC,1,1
101,Michel Vorm,2013,29,Swansea,EPL,26,2312
102,Michel Vorm,2012,28,Swansea,EPL,37,3330
103,Jack Butland,2020,27,Stoke,EC,35,3150
104,Jack Butland,2019,26,Stoke,EC,45,4050
105,Jack Butland,2018,25,Stoke,EPL,35,3150
106,Jack Butland,2017,24,Stoke,EPL,5,450
107,Jack Butland,2016,23,Stoke,EPL,31,2790
108,Jack Butland,2015,22,England U21,IEU,3,270
109,Jack Butland,2015,22,Derby,EC,6,540
110,Jack Butland,2015,22,Stoke,EPL,3,270
111,Jack Butland,2014,21,Leeds,EC,16,1440
112,Jack Butland,2014,21,Barnsley,EC,13,1170
113,Jack Butland,2014,21,Stoke,EPL,3,225
114,Jack Butland,2013,20,England U21,IEU,2,180
115,Steve Harper,2015,40,Hull,EPL,10,853
116,Steve Harper,2014,39,Hull,EPL,13,1100
117,Steve Harper,2013,38,Newcastle Uni..,UEL,2,135
118,Steve Harper,2013,38,Newcastle Uni..,EPL,6,458
119,Steve Harper,2011,36,Newcastle Uni..,EPL,18,1565
120,Hugo Lloris,2020,33,Tottenham,EPL,20,1718
121,Hugo Lloris,2020,33,Tottenham,UCL,4,360
122,Hugo Lloris,2019,32,Tottenham,EPL,33,2970
123,Hugo Lloris,2019,32,Tottenham,UCL,11,979
124,Hugo Lloris,2019,32,France,UNL,2,180
125,Hugo Lloris,2018,31,Tottenham,UCL,7,630
126,Hugo Lloris,2018,31,Tottenham,EPL,36,3240
127,Hugo Lloris,2017,30,Tottenham,UCL,6,540
128,Hugo Lloris,2017,30,Tottenham,EPL,34,3005
129,Hugo Lloris,2017,30,Tottenham,UEL,2,180
130,Hugo Lloris,2018,31,France,WC,6,540
131,Hugo Lloris,2016,29,Tottenham,UEL,9,810
132,Hugo Lloris,2016,29,Tottenham,EPL,37,3330
133,Hugo Lloris,2015,28,Tottenham,UEL,6,537
134,Hugo Lloris,2015,28,Tottenham,EPL,35,3064
135,Hugo Lloris,2016,29,France,UEC,7,660
136,Hugo Lloris,2014,27,Tottenham,UEL,5,450
137,Hugo Lloris,2014,27,Tottenham,EPL,37,3330
138,Hugo Lloris,2014,27,France,WC,5,450
139,Hugo Lloris,2013,26,Tottenham,UEL,5,450
140,Hugo Lloris,2013,26,Tottenham,EPL,27,2430
141,Hugo Lloris,2013,26,Lyon,FL1,2,180
142,Hugo Lloris,2012,25,France,UEC,4,360
143,Hugo Lloris,2012,25,Lyon,UCL,8,751
144,Hugo Lloris,2012,25,Lyon,FL1,36,3195
145,Hugo Lloris,2011,24,Lyon,UCL,8,720
146,Hugo Lloris,2011,24,Lyon,FL1,37,3330
147,Hugo Lloris,2010,23,Lyon,UCL,12,1080
148,Hugo Lloris,2010,23,Lyon,FL1,36,3240
149,Tom Heaton,2020,34,Aston Villa,EPL,20,1795
150,Tom Heaton,2019,33,Burnley,EPL,19,1710
151,Tom Heaton,2018,32,Burnley,EPL,4,306
152,Tom Heaton,2017,31,Burnley,EPL,35,3150
153,Tom Heaton,2016,30,Burnley,EC,46,4140
154,Tom Heaton,2015,29,Burnley,EPL,38,3420
155,Tom Heaton,2014,28,Burnley,EC,46,4107
156,Adrián,2020,33,Liverpool,EPL,11,873
157,Adrián,2020,33,Liverpool,UCL,3,300
158,Adrián,2018,31,West Ham,EPL,19,1710
159,Adrián,2017,30,West Ham,EPL,16,1440
160,Adrián,2016,29,West Ham,EPL,32,2880
161,Adrián,2015,28,West Ham,EPL,38,3391
162,Adrián,2014,27,West Ham,EPL,20,1800
163,Adrián,2013,26,Real Betis,SLL,32,2868
164,Joel Robles,2020,30,Real Betis,SLL,33,2888
165,Joel Robles,2019,29,Real Betis,SLL,5,450
166,Joel Robles,2019,29,Real Betis,UEL,6,540
167,Joel Robles,2018,28,Everton,UEL,2,180
168,Joel Robles,2017,27,Everton,EPL,20,1736
169,Joel Robles,2016,26,Everton,EPL,13,1170
170,Joel Robles,2015,25,Everton,UEL,1,90
171,Joel Robles,2015,25,Everton,EPL,7,585
172,Joel Robles,2014,24,Everton,EPL,2,156
173,Joel Robles,2013,23,Wigan,EPL,9,810
174,Joel Robles,2012,22,Rayo Vallecan..,SLL,13,1170
175,Joel Robles,2010,20,Atletico Madr..,SLL,2,167
176,Thibaut Courtois,2020,28,Real Madrid,SLL,34,3060
177,Thibaut Courtois,2020,28,Real Madrid,UCL,6,496
178,Thibaut Courtois,2019,27,Real Madrid,SLL,27,2430
179,Thibaut Courtois,2019,27,Real Madrid,UCL,5,450
180,Thibaut Courtois,2019,27,Belgium,UNL,4,360
181,Thibaut Courtois,2018,26,Chelsea,UCL,8,720
182,Thibaut Courtois,2018,26,Chelsea,EPL,35,3150
183,Thibaut Courtois,2017,25,Chelsea,EPL,36,3240
184,Thibaut Courtois,2018,26,Belgium,WC,7,630
185,Thibaut Courtois,2016,24,Chelsea,UCL,3,270
186,Thibaut Courtois,2016,24,Chelsea,EPL,23,2020
187,Thibaut Courtois,2015,23,Chelsea,UCL,5,480
188,Thibaut Courtois,2015,23,Chelsea,EPL,32,2814
189,Thibaut Courtois,2016,24,Belgium,UEC,5,450
190,Thibaut Courtois,2014,22,Atletico Madr..,SLL,37,3330
191,Thibaut Courtois,2014,22,Atletico Madr..,UCL,12,1110
192,Thibaut Courtois,2014,22,Belgium,WC,5,480
193,Thibaut Courtois,2013,21,Atletico Madr..,SLL,37,3330
194,Thibaut Courtois,2012,20,Atletico Madr..,SLL,37,3262
195,Joe Hart,2019,32,Burnley,EPL,19,1710
196,Joe Hart,2018,31,West Ham,EPL,19,1710
197,Joe Hart,2017,30,Torino,ISA,36,3240
198,Joe Hart,2016,29,Manchester Ci..,UCL,12,1071
199,Joe Hart,2016,29,Manchester Ci..,EPL,35,3110
200,Joe Hart,2015,28,Manchester Ci..,UCL,8,720
201,Joe Hart,2015,28,Manchester Ci..,EPL,36,3240
202,Joe Hart,2016,29,England,UEC,4,360
203,Joe Hart,2014,27,Manchester Ci..,UCL,7,630
204,Joe Hart,2014,27,Manchester Ci..,EPL,31,2790
205,Joe Hart,2014,27,England,WC,2,180
206,Joe Hart,2013,26,Manchester Ci..,UCL,6,540
207,Joe Hart,2013,26,Manchester Ci..,EPL,38,3420
208,Joe Hart,2012,25,England,UEC,4,390
209,Joe Hart,2012,25,Manchester Ci..,UCL,6,540
210,Joe Hart,2012,25,Manchester Ci..,EPL,38,3420
211,Joe Hart,2011,24,Manchester Ci..,EPL,38,3420
212,Joe Hart,2010,23,Birmingham,EPL,36,3240
213,Simon Mignolet,2020,32,Club Brugge,UEL,2,180
214,Simon Mignolet,2020,32,Club Brugge,UCL,6,540
215,Simon Mignolet,2018,30,Liverpool,EPL,19,1710
216,Simon Mignolet,2017,29,Liverpool,EPL,28,2520
217,Simon Mignolet,2016,28,Liverpool,UEL,15,1350
218,Simon Mignolet,2016,28,Liverpool,EPL,34,3060
219,Simon Mignolet,2015,27,Liverpool,UCL,6,540
220,Simon Mignolet,2015,27,Liverpool,UEL,2,211
221,Simon Mignolet,2015,27,Liverpool,EPL,36,3224
222,Simon Mignolet,2014,26,Liverpool,EPL,38,3420
223,Simon Mignolet,2013,25,Sunderland,EPL,38,3420
224,Simon Mignolet,2012,24,Sunderland,EPL,29,2573
225,Simon Mignolet,2011,23,Sunderland,EPL,23,2070
226,Wayne Hennessey,2020,33,Crystal Palac..,EPL,3,270
227,Wayne Hennessey,2019,32,Crystal Palac..,EPL,18,1576
228,Wayne Hennessey,2019,32,Wales,UNL,4,360
229,Wayne Hennessey,2018,31,Crystal Palac..,EPL,27,2430
230,Wayne Hennessey,2017,30,Crystal Palac..,EPL,29,2610
231,Wayne Hennessey,2016,29,Crystal Palac..,EPL,29,2610
232,Wayne Hennessey,2015,28,Crystal Palac..,EPL,3,215
233,Wayne Hennessey,2016,29,Wales,UEC,5,450
234,Wayne Hennessey,2014,27,Yeovil,EC,12,1080
235,Wayne Hennessey,2014,27,Crystal Palac..,EPL,1,90
236,Wayne Hennessey,2012,25,Wolverhampton..,EPL,34,3060
237,Wayne Hennessey,2011,24,Wolverhampton..,EPL,24,2160
238,Wayne Hennessey,2010,23,Wolverhampton..,EPL,13,1170
239,Mark Schwarzer,2015,42,Leicester,EPL,6,540
240,Mark Schwarzer,2014,41,Chelsea,UCL,3,252
241,Mark Schwarzer,2014,41,Chelsea,EPL,4,360
242,Mark Schwarzer,2013,40,Fulham,EPL,36,3240
243,Mark Schwarzer,2012,39,Fulham,EPL,30,2700
244,Mark Schwarzer,2011,38,Fulham,EPL,31,2790
245,Mark Schwarzer,2010,37,Fulham,EPL,37,3330
246,David de Gea,2020,29,Manchester Un..,EPL,37,3360
247,David de Gea,2020,29,Manchester Un..,UEL,1,90
248,David de Gea,2019,28,Manchester Un..,EPL,38,3420
249,David de Gea,2019,28,Manchester Un..,UCL,9,810
250,David de Gea,2019,28,Spain,UNL,4,360
251,David de Gea,2018,27,Manchester Un..,UCL,6,540
252,David de Gea,2018,27,Manchester Un..,EPL,37,3330
253,David de Gea,2017,26,Manchester Un..,EPL,35,3150
254,David de Gea,2017,26,Manchester Un..,UEL,3,270
255,David de Gea,2018,27,Spain,WC,4,390
256,David de Gea,2016,25,Manchester Un..,UEL,2,180
257,David de Gea,2016,25,Manchester Un..,UCL,6,540
258,David de Gea,2016,25,Manchester Un..,EPL,34,3060
259,David de Gea,2015,24,Manchester Un..,EPL,37,3314
260,David de Gea,2016,25,Spain,UEC,4,360
261,David de Gea,2014,23,Manchester Un..,UCL,10,900
262,David de Gea,2014,23,Manchester Un..,EPL,37,3330
263,David de Gea,2013,22,Spain U21,IEU,5,450
264,David de Gea,2013,22,Manchester Un..,UCL,7,630
265,David de Gea,2013,22,Manchester Un..,EPL,28,2520
266,David de Gea,2012,21,Manchester Un..,UCL,4,360
267,David de Gea,2012,21,Manchester Un..,EPL,29,2610
268,David de Gea,2011,20,Atletico Madr..,SLL,38,3420
269,David de Gea,2010,19,Atletico Madr..,SLL,19,1710
270,David de Gea,2010,19,Atletico Madr..,UCL,1,64
271,Fraser Forster,2020,32,Celtic,UEL,7,630
272,Fraser Forster,2019,31,Southampton,EPL,1,90
273,Fraser Forster,2018,30,Southampton,EPL,20,1800
274,Fraser Forster,2017,29,Southampton,EPL,38,3420
275,Fraser Forster,2017,29,Southampton,UEL,6,540
276,Fraser Forster,2016,28,Southampton,EPL,18,1620
277,Fraser Forster,2015,27,Southampton,EPL,30,2624
278,Fraser Forster,2014,26,Celtic,UCL,6,540
279,Fraser Forster,2013,25,Celtic,UCL,8,720
280,Gerhard Tremmel,2015,36,Swansea,EPL,2,109
281,Gerhard Tremmel,2014,35,Swansea,UEL,4,360
282,Gerhard Tremmel,2014,35,Swansea,EPL,12,1080
283,Gerhard Tremmel,2013,34,Swansea,EPL,14,1108
284,Gerhard Tremmel,2012,33,Swansea,EPL,1,90
285,Asmir Begovic,2020,33,AC Milan,ISA,2,128
286,Asmir Begovic,2020,33,Qarabag FK,UEL,5,450
287,Asmir Begovic,2019,32,Bournemouth,EPL,24,2160
288,Asmir Begovic,2018,31,Bournemouth,EPL,38,3420
289,Asmir Begovic,2017,30,Chelsea,EPL,2,180
290,Asmir Begovic,2016,29,Chelsea,UCL,5,450
291,Asmir Begovic,2016,29,Chelsea,EPL,17,1397
292,Asmir Begovic,2015,28,Stoke,EPL,35,3150
293,Asmir Begovic,2014,27,Stoke,EPL,32,2880
294,Asmir Begovic,2014,27,Bosnia and He..,WC,3,270
295,Asmir Begovic,2013,26,Stoke,EPL,38,3420
296,Asmir Begovic,2012,25,Stoke,EPL,23,1996
297,Asmir Begovic,2011,24,Stoke,EPL,28,2520
298,Asmir Begovic,2010,23,Portsmouth,EPL,9,736
299,Asmir Begovic,2010,23,Stoke,EPL,4,324
300,Robert Green,2017,37,Leeds,EC,46,4140
301,Robert Green,2016,36,Queens Park R..,EC,24,2142
302,Robert Green,2015,35,Queens Park R..,EPL,36,3184
303,Robert Green,2014,34,Queens Park R..,EC,48,4329
304,Robert Green,2013,33,Queens Park R..,EPL,16,1321
305,Robert Green,2011,31,West Ham,EPL,37,3330
306,Robert Green,2010,30,West Ham,EPL,38,3403
307,Brad Guzan,2020,35,Atlanta Unite..,UMLS,2,180
308,Brad Guzan,2019,34,Atlanta Unite..,UMLS,37,3330
309,Brad Guzan,2018,33,Atlanta Unite..,UMLS,38,3364
310,Brad Guzan,2017,32,Atlanta Unite..,UMLS,15,1380
311,Brad Guzan,2017,32,Middlesbrough,EPL,10,900
312,Brad Guzan,2016,31,Aston Villa,EPL,28,2520
313,Brad Guzan,2015,30,Aston Villa,EPL,34,3060
314,Brad Guzan,2014,29,Aston Villa,EPL,38,3420
315,Brad Guzan,2013,28,Aston Villa,EPL,36,3240
316,Brad Guzan,2012,27,Aston Villa,EPL,7,592
317,Ben Hamer,2020,32,Derby,EC,25,2234
318,Ben Hamer,2019,31,Huddersfield,EPL,7,553
319,Ben Hamer,2018,30,Leicester,EPL,4,274
320,Ben Hamer,2017,29,Leicester,UCL,1,90
321,Ben Hamer,2016,28,Bristol City,EC,4,360
322,Ben Hamer,2015,27,Leicester,EPL,9,721
323,Ben Hamer,2014,26,Charlton,EC,32,2880
324,Kasper Schmeichel,2020,33,Leicester,EPL,37,3330
325,Kasper Schmeichel,2019,32,Leicester,EPL,38,3420
326,Kasper Schmeichel,2019,32,Denmark,UNL,3,270
327,Kasper Schmeichel,2018,31,Leicester,EPL,33,2966
328,Kasper Schmeichel,2017,30,Leicester,UCL,8,720
329,Kasper Schmeichel,2017,30,Leicester,EPL,30,2667
330,Kasper Schmeichel,2018,31,Denmark,WC,4,390
331,Kasper Schmeichel,2016,29,Leicester,EPL,38,3420
332,Kasper Schmeichel,2015,28,Leicester,EPL,24,2160
333,Kasper Schmeichel,2014,27,Leicester,EC,46,4140
334,Willy Caballero,2020,38,Chelsea,EPL,4,360
335,Willy Caballero,2020,38,Chelsea,UCL,1,90
336,Willy Caballero,2019,37,Chelsea,EPL,2,180
337,Willy Caballero,2019,37,Chelsea,UEL,2,180
338,Willy Caballero,2018,36,Chelsea,EPL,3,270
339,Willy Caballero,2017,35,Manchester Ci..,UCL,5,393
340,Willy Caballero,2017,35,Manchester Ci..,EPL,17,1451
341,Willy Caballero,2018,36,Argentina,WC,2,180
342,Willy Caballero,2016,34,Manchester Ci..,UCL,1,9
343,Willy Caballero,2016,34,Manchester Ci..,EPL,4,310
344,Willy Caballero,2015,33,Manchester Ci..,EPL,2,180
345,Willy Caballero,2014,32,Malaga,SLL,38,3420
346,Willy Caballero,2013,31,Malaga,SLL,36,3194
347,Willy Caballero,2013,31,Malaga,UCL,9,810
348,Willy Caballero,2012,30,Malaga,SLL,28,2403
349,Willy Caballero,2011,29,Malaga,SLL,15,1347
350,Vito Mannone,2019,31,Minnesota Uni..,UMLS,35,3150
351,Vito Mannone,2019,31,Reading,EC,6,540
352,Vito Mannone,2018,30,Reading,EC,41,3690
353,Vito Mannone,2017,29,Sunderland,EPL,9,810
354,Vito Mannone,2016,28,Sunderland,EPL,19,1710
355,Vito Mannone,2015,27,Sunderland,EPL,10,900
356,Vito Mannone,2014,26,Sunderland,EPL,29,2567
357,Vito Mannone,2013,25,Arsenal,UCL,4,360
358,Vito Mannone,2013,25,Arsenal,EPL,9,810
359,Vito Mannone,2012,24,Arsenal,UCL,1,65
360,Vito Mannone,2010,22,Arsenal,UCL,3,270
361,Vito Mannone,2010,22,Arsenal,EPL,5,450
362,Ben Foster,2020,37,Watford,EPL,37,3330
363,Ben Foster,2019,36,Watford,EPL,38,3420
364,Ben Foster,2018,35,West Bromwich..,EPL,37,3330
365,Ben Foster,2017,34,West Bromwich..,EPL,38,3420
366,Ben Foster,2016,33,West Bromwich..,EPL,15,1350
